CollectabilityID,ProviderID,TimeFrom,TimeTo,Town,Location,Sensortype,IoTDevice,Restrictions,Comment,TopicName,Provider IP,ZTNetworkID
s4pjw,SLZ,2021-02-24 23:31,2021-10-03 16:17,Leixlip,#REF!,MetalSensor,Nokia 2.2,None,None,then0confused1live0heat0,192.168.0.108,no6eaf602ryth0k9
pw0w1,PXK,2021-06-25 22:13,2021-10-13 19:34,Cork,Garage,FlawSensor,Huawei U8100,None,None,eventually1vacuous1touch0desk0,192.168.0.108,j48xbdqutkfi8krz
6jio0,WZP,2021-09-03 23:29,2021-10-11 14:16,#REF!,Diningroom,LeakSensor,Honor 9X Pro,None,None,beautifully1womanly1time0ducks0,192.168.0.108,lx90vfp0fnnxabg4
zhznw,KTC,2021-08-19 17:06,2021-10-09 23:56,Newtownabbey,Familyroom,PositionSensor,OnePlus 3,None,None,stealthily0dapper1detect0train1,201.215.235.109,hgo1gi21sxma4nqr
3cehl,QAR,2021-07-12 17:19,2021-10-05 18:06,Larne,Living Room,FlameSensor,Huawei Nova 4e,None,None,continually0enchanting0disarm1property1,192.168.0.108,0ucos3od59yrm896
hq679,ETF,2021-06-30 04:29,2021-10-16 23:50,Ashbourne,Living Room,LevelSensor,Honor 9X,None,None,twice1paltry1ski1toad0,201.215.235.109,ghm2g4zmsp6ynxx0
k1mc6,PXK,2021-04-16 00:43,2021-10-11 16:33,Ballymena,Living Room,ContactSensor,Oppo Neo 7,None,None,knottily0exotic0compete1frame0,192.168.0.108,g18557oab9ncybmc
gxcf4,PZA,2021-09-23 06:54,2021-10-16 15:50,Strabane,Living Room,RadiationSensor,Nubia Z9 Max,None,None,upright0red1seal1bed1,192.168.0.108,h5yr9u52kg7c7y8d
v1sef,ETF,2021-03-09 09:18,2021-10-08 10:59,Bray,Living Room,PhotoelectricSensor,Oppo A12s,None,None,shyly1smooth1recognise0scarecrow0,201.215.235.109,k8seh1oh00wsfmv5
mkwxc,WRV,2021-04-02 16:21,2021-10-02 08:12,Waterford,GuestRoom,PositionSensor,Samsung Galaxy S5,None,None,violently0dull0nail0rhythm1,192.168.0.108,o4bcybyqx0s0s3s9
htkg2,WRV,2021-06-12 14:03,2021-10-11 19:54,Dublin,Kitchen,MotionSensor,Oppo Reno3,None,None,furiously0striped1bleach0distribution1,192.168.0.108,1w4p4nvryplyreib
wun8e,GRM,2021-01-04 22:34,2021-10-11 07:51,Carrigaline,Familyroom,ParticleSensor,Sony Xperia Z5/Compact,None,None,needily1succinct1punish0scissors0,201.215.235.109,o4hiuz5h630jvi8v
yk1v0,MCY,2021-08-04 04:52,2021-10-18 20:40,Carrigaline,Livingroom,PositionSensor,Oppo A93/Reno4 F,None,None,upward0quiet1squeak0action0,201.215.235.109,bq60f6d2c6k5stak
x3ht5,XCW,2021-04-06 23:40,2021-10-15 12:57,Leixlip,GuestRoom,VisionAndImaging Sensor,Honor 6 Plus,None,None,immediately0unkempt0blot0thrill1,192.168.0.108,cqcho4z61zck6qvl
3v780,BCX,2021-04-28 02:31,2021-10-17 14:37,Carrickfergus,GuestRoom,FlawSensor,Samsung Galaxy A52/A52 5G,None,None,merely0tasty0multiply0brass0,#N/A,73yj6owur5ph8kd8
mzwan,ETF,2021-08-10 16:36,2021-10-04 18:10,Banbridge,Living Room,VisionAndImaging Sensor,HTC Exodus 1s,None,None,bitterly1makeshift1pretend0wire1,201.215.235.109,ajtlv95kekuan9jk
w4xqc,MHE,2021-08-04 14:30,2021-10-14 22:53,Laytown-Bettystown-Mornington,Backyard,TemperatureSensor,HTC ChaCha,None,None,terrifically0cruel0develop0company0,201.215.235.109,lx90vfp0fnnxabg4
gyrmk,SLZ,2021-03-07 18:59,2021-10-21 14:09,Galway,Living Room,TemperatureSensor,Honor 6A,None,None,knavishly0glistening0glow0part0,192.168.0.108,cir5k6j7cn5u7yx4
abqoc,PXK,2021-09-23 19:22,2021-10-04 00:56,Bray,Bathroom,LevelSensor,Oppo Reno4 Z 5G,None,None,clearly0splendid0snatch0zebra0,192.168.0.108,b1k0vea1fk017q9m
9c86j,UFF,2021-04-06 02:34,2021-10-13 16:39,Clonmel,Living Room,ParticleSensor,Sony Xperia XZ1/Compact,None,None,deftly1towering1zip1cast1,192.168.0.108,p7cudq83woujsfif
gtefr,FRE,2021-05-30 13:22,2021-10-13 10:10,Larne,Living Room,VisionAndImaging Sensor,Nubia Z5S,None,None,thus0animated0crash0yam1,201.215.235.109,#REF!
xdpg7,JNU,2021-05-24 13:04,2021-10-21 12:21,Dungannon,Living Room,FlawSensor,Asus ZenFone Max Pro M1,None,None,carelessly0accidental0preach1bucket1,201.215.235.109,nldvbvgmscstwzgy
24zrv,HKX,2021-05-19 14:46,2021-10-18 18:42,Dundalk,GuestRoom,TemperatureSensor,Nubia M2/lite,None,None,viciously0clean1start1linen0,201.215.235.109,q31fts8pmucz3m1v
6bpxw,MCY,2021-03-02 20:55,2021-10-19 07:59,Strabane,Living Room,MotionSensor,Honor 7,None,None,necessarily0fat1guarantee0crown0,201.215.235.109,s085g6jmp2v3gs14
5tqdr,EZY,2021-04-04 12:14,2021-10-01 08:27,Cork,Backyard,RadiationSensor,Sony Xperia XZ,None,None,directly0hallowed0crush1street0,201.215.235.109,61lplzylaj3rc6ej
19d4z,GWG,2021-06-12 06:32,2021-10-12 07:25,Strabane,Living Room,MetalSensor,HTC U12+,None,None,fully0plant1shelter1women1,201.215.235.109,a73nl81qp33ij1ia
8yoh7,FLF,2021-01-07 01:48,2021-10-01 16:32,Larne,GuestRoom,MotionSensor,Huawei Sonic,None,None,terribly0deep1pause0rub1,201.215.235.109,j48xbdqutkfi8krz
raz78,EPD,2021-05-20 08:50,2021-10-02 10:23,Lisburn,GuestRoom,ElectricalSensor,Oppo Reno3 Pro,None,None,almost1fearless0clip0art1,201.215.235.109,o4hiuz5h630jvi8v
vigyt,QAR,2021-02-27 04:12,2021-10-14 10:29,Galway,Garage,VisionAndImaging Sensor,Honor 8S 2020,None,None,together1loutish1fail1note1,192.168.0.108,qjfg1kokj9pqw4gm
5m7gt,GRM,2021-05-16 13:45,2021-10-10 05:24,Ennis,Backyard,PositionSensor,HTC One (E8),None,None,questioningly1reflective0blink0wool1,201.215.235.109,apneovwjunmfhf6v
yuvq7,FRE,2021-05-25 04:10,2021-10-13 18:25,Naas,Garage,ElectricalSensor,Sony Xperia 10 III,None,None,jaggedly0giddy1count1tail1,201.215.235.109,36of96tx2knsbbsu
kb1pa,PXK,2021-09-26 11:07,2021-10-06 07:46,Ashbourne,GuestRoom,FlameSensor,Samsung Galaxy Note 3,None,None,daintily0sophisticated0clear0waves0,192.168.0.108,7dy5ik5jehbnn5yc
ir4z5,FLF,2021-05-15 11:35,2021-10-21 03:24,#REF!,#REF!,MotionSensor,Samsung Galaxy Xcover 5,None,None,quarrelsomely1hilarious1trick0oil1,201.215.235.109,71h2hettdsze0ap4
k9m2j,PKD,2021-06-06 09:49,2021-10-07 20:15,Cobh,GuestRoom,MetalSensor,Oppo Reno5 5G/Pro 5G/Pro+ 5G,None,None,mechanically1hushed1belong1yard0,50.109.201.254,2jtwbnj7sn5f79bp
lanix,GRM,2021-06-15 04:49,2021-10-04 10:08,Malahide,Livingroom,TemperatureSensor,HTC One S9,None,None,normally0rigid0regret0hole0,201.215.235.109,m5mb9ns6fby8usbq
tbinn,UFF,2021-10-01 07:31,2021-10-05 10:12,Bangor,Living Room,ParticleSensor,Oppo Find X2 Lite/Neo,None,None,highly1feeble0thaw0doctor1,192.168.0.108,ncehkqabojjqj3y7
we6lm,PCS,2021-07-26 03:04,2021-10-05 00:35,Portadown,Bedroom,LevelSensor,Samsung Galaxy A71 5G UW,None,None,cheerfully0spotty0overflow1governor1,188.247.201.145,p3zcg0317dvsflqm
d7m3d,EPD,2021-04-11 18:02,2021-10-17 06:07,Bangor,Bedroom,MotionSensor,Honor V10,None,None,vaguely0zesty1refuse1porter0,201.215.235.109,y655amu5rcrrq49n
0dkqq,MHE,2021-08-25 19:16,2021-10-09 17:43,Leixlip,Garage,TemperatureSensor,HTC One Mini,None,None,annually0abrasive1rush0pest0,201.215.235.109,ghm2g4zmsp6ynxx0
b4zjo,MCY,2021-02-02 12:40,2021-10-01 18:08,Tralee,Living Room,PressureSensor,Samsung Galaxy A02,None,None,lazily0aggressive0advise0night1,201.215.235.109,x8k2fx39v29xlz2l
aeq74,MHE,2021-05-10 09:50,2021-10-13 08:51,Banbridge,Backyard,ElectricalSensor,Honor 3X Pro,None,None,sternly1satisfying0miss1ocean0,201.215.235.109,lrv8gh0n8buombcc
3mvtk,MCY,2021-06-20 22:30,2021-10-16 23:19,Dungannon,Living Room,ParticleSensor,Honor 3C Play,None,None,justly0exclusive0squeal0point1,201.215.235.109,v3ev87nc5c1nv4jj
sy8f7,GRM,2021-08-04 12:37,2021-10-18 17:29,Coleraine,Frontyard,ContactSensor,Nokia 2,None,None,obediently0frightened0bomb0mine0,201.215.235.109,ppt9jmamgd59gls5
r306u,EPD,2021-05-22 06:56,2021-10-03 00:41,Antrim,#REF!,VisionAndImaging Sensor,HTC Desire 728,None,None,shakily1careful0attend1division1,201.215.235.109,uwijmm66u1c5glkj
k8w5f,EZY,2021-09-17 19:24,2021-10-01 07:19,Cookstown,Living Room,ContactSensor,Samsung Galaxy A6/+,None,None,suddenly1nasty0deserve1plant0,201.215.235.109,p3zcg0317dvsflqm
duar5,PKD,2021-05-28 01:43,2021-10-13 17:18,Laytown-Bettystown-Mornington,Familyroom,ContactSensor,Samsung Galaxy A3/Duos,None,None,quickly1loose1crawl0trains1,50.109.201.254,2f1q2c5s70pwml55
xzgd8,MCY,2021-02-23 23:42,2021-10-01 05:53,Dublin,Living Room,ParticleSensor,Honor 3C,None,None,rather0fumbling1polish0book0,201.215.235.109,v3ev87nc5c1nv4jj
8b3rz,FLF,2021-05-27 04:12,2021-10-14 06:56,Ballymena,Living Room,ElectricalSensor,Asus ZenFone Max Plus M1,None,None,occasionally1cool1irritate0cave1,201.215.235.109,tojeh43l2jcm86jh
1sy91,KTC,2021-05-11 02:35,2021-10-14 19:38,Letterkenny,Living Room,MotionSensor,HTC One Max,None,None,also0outstanding0avoid0pin0,201.215.235.109,3v7p8lvfbcpu48r8
172fu,GHC,2021-05-29 16:11,2021-10-03 15:00,Banbridge,Familyroom,FlawSensor,HTC Legend,None,None,coolly0gamy0remember1size0,201.215.235.109,t6kozbztucd51of1
m9wcd,WRV,2021-09-16 10:58,2021-10-05 06:30,Waterford,GuestRoom,PhotoelectricSensor,HTC Butterfly 2,None,None,calmly1dazzling1thank0horn0,192.168.0.108,p4jfbt6pnqrrl4z5
mva3y,HKX,2021-01-30 15:36,2021-10-20 10:31,Carrickfergus,Diningroom,PositionSensor,Oppo A9 (2020),None,None,gracefully1chilly1care1army0,201.215.235.109,uwijmm66u1c5glkj
nctvv,PCS,2021-05-22 04:52,2021-10-21 13:31,Waterford,Living Room,MotionSensor,Oppo Reno5,None,None,rigidly1ajar1return0week1,188.247.201.145,tw70s3ahow3wkrzz
05qi0,JNU,2021-03-10 05:21,2021-10-20 12:08,Swords,Garage,ContactSensor,Nokia 5.3,None,None,loyally1half1offer0soda0,201.215.235.109,iok5x3b1b4fy4kiv
fzk9z,GRM,2021-04-21 14:44,2021-10-03 08:06,Clonmel,GuestRoom,MotionSensor,Oppo A73 5G,None,None,wearily0longing0colour0plants0,201.215.235.109,yveso0u9t6nczfyz
02f88,ETF,2021-09-21 03:14,2021-10-06 10:20,Bangor,Living Room,LeakSensor,#REF!,None,None,meaningfully1handy1shock0trail1,201.215.235.109,0w61o33ulkjmm3oh
02sn5,PCS,2021-02-26 16:32,2021-10-01 14:59,Bray,Living Room,LevelSensor,Nokia 4.2,None,None,wisely0slim0look0vein1,188.247.201.145,7t2vi1n3xssih0qa
vhb10,FRE,2021-05-05 08:56,2021-10-20 10:22,Limavady,Living Room,ElectricalSensor,Pixel 3/XL,None,None,weekly0unique1breathe0quince0,201.215.235.109,uzs09gps79d8xhj1
t3eey,MHE,2021-04-25 16:29,2021-10-10 15:41,Clonmel,Kitchen,PressureSensor,Samsung Galaxy Xcover 2,None,None,effectively1frail0wrap1stream1,201.215.235.109,bq60f6d2c6k5stak
fch7m,MCY,2021-06-03 02:36,2021-10-10 23:58,Lisburn,Familyroom,ProximitySensor,Huawei P40 lite 5G,None,None,worriedly0rabid0bat0snake0,201.215.235.109,73yj6owur5ph8kd8
5bgph,EZY,2021-07-30 11:42,2021-10-01 17:56,Ashbourne,Bathroom,PhotoelectricSensor,HTC Desire 500,None,None,woefully1absorbing1wash0servant0,201.215.235.109,vdd5y58n2ij4zyja
0uxua,ETF,2021-06-24 00:18,2021-10-15 13:28,Lisburn,Living Room,LevelSensor,Honor Play 20,None,None,blissfully1shy1close0knot0,201.215.235.109,ry3oogsngyvwu92y
vl0l9,XCW,2021-08-02 03:17,2021-10-07 19:10,Dublin,Garage,VisionAndImaging Sensor,HTC Butterfly S,None,None,often1unknown1hang0machine0,192.168.0.108,ulglcbmlf0bbhgpb
zv9eo,PCS,2021-09-15 13:15,2021-10-06 01:57,Letterkenny,Diningroom,ElectricalSensor,Huawei Nova 7i,None,None,innocently1miscreant1repair1bath0,188.247.201.145,2dyoxu7gvt2edotl
hurmz,SLZ,2021-08-29 11:25,2021-10-20 07:06,Dundalk,Living Room,ElectricalSensor,Huawei P8,None,None,basically1somber1collect1shelf1,192.168.0.108,hgo1gi21sxma4nqr
etp2k,LYC,2021-03-04 15:19,2021-10-09 17:53,Mullingar,Backyard,PositionSensor,Oppo A73 5G,None,None,scarcely0shocking1knit0weather0,201.215.235.109,p4jfbt6pnqrrl4z5
iv20z,HAB,2021-01-31 03:18,2021-10-21 00:31,Coleraine,Living Room,ParticleSensor,Sony Xperia L3,None,None,truly1motionless1unlock1sink1,201.215.235.109,b1k0vea1fk017q9m
z8avh,WZP,2021-07-30 16:18,2021-10-04 07:44,Portadown,Living Room,ProximitySensor,Honor 9X (China),None,None,fiercely0null1rescue1addition1,192.168.0.108,g18557oab9ncybmc
9zmhr,MHE,2021-07-16 10:30,2021-10-16 09:53,Dublin,Kitchen,ParticleSensor,Honor 9C/9S/9A,None,None,already0curvy0correct1tub1,201.215.235.109,qjfg1kokj9pqw4gm
gm16l,UFF,2021-09-24 23:02,2021-10-13 12:39,Carrickfergus,Living Room,ParticleSensor,Samsung Galaxy M62,None,None,scarily1lavish1groan0berry0,192.168.0.108,x8k2fx39v29xlz2l
p1pii,FRE,2021-02-15 15:16,2021-10-15 22:52,Carrigaline,Living Room,RadiationSensor,HTC Desire SV,None,None,broadly0incandescent0juggle0anger0,201.215.235.109,b1k0vea1fk017q9m
3zg8h,GWG,2021-06-29 05:27,2021-10-07 18:29,Galway,Kitchen,PressureSensor,HTC Tattoo,None,None,lovingly0marvelous1tremble0achiever0,201.215.235.109,2jtwbnj7sn5f79bp
09zt9,MHE,2021-01-01 09:21,2021-10-17 01:45,Navan,Frontyard,FlameSensor,Nubia M2/lite,None,None,nearly0smiling0end1fear1,201.215.235.109,milc8lbibmlyfk66
sxzsu,FRE,2021-07-29 14:20,2021-10-02 19:09,Celbridge,Diningroom,PositionSensor,HTC One X/XL,None,None,surprisingly1pumped0turn0crowd1,201.215.235.109,hwi477v0z35qjt8o
xl44a,GWG,2021-02-01 12:51,2021-10-19 21:16,Tullamore,Bathroom,PhotoelectricSensor,Samsung Galaxy C9 Pro,None,None,patiently1delicious1gaze1veil0,201.215.235.109,p4jfbt6pnqrrl4z5
2sxan,JNU,2021-08-21 14:36,2021-10-02 00:31,Celbridge,Bathroom,LeakSensor,HTC Desire HD,None,None,never0possible1shade0judge1,201.215.235.109,6k8amck971r7415w
5q2t1,UFF,2021-07-22 01:11,2021-10-20 02:44,Portadown,Bedroom,ParticleSensor,Honor 20e,None,None,solidly0hollow1signal1month0,192.168.0.108,0w61o33ulkjmm3oh
vc36v,THA,2021-07-31 12:21,2021-10-09 23:08,Omagh,GuestRoom,FlawSensor,HTC Desire L/P/Q,None,None,ferociously1military0wrestle0cherries0,192.168.0.108,l6rsb8kajtoynpho
nr8ip,ETF,2021-05-08 15:23,2021-10-01 14:38,Ballymena,Living Room,FlawSensor,HTC Evo 3D,None,None,rudely1versed0drown1winter1,201.215.235.109,q04dz7qzqnatqjnd
3zos5,WZP,2021-02-17 18:49,2021-10-02 03:00,Cookstown,Basement,TemperatureSensor,Huawei Y7p,None,None,finally1faithful1claim1caption0,192.168.0.108,p7cudq83woujsfif
st77o,GWG,2021-07-17 04:32,2021-10-11 05:06,Balbriggan,Living Room,ContactSensor,Samsung Galaxy C5,None,None,quaintly1husky1admire1knowledge0,201.215.235.109,rnmazdpc2ds6ypoj
wg4fw,BCX,2021-06-15 19:28,2021-10-08 22:10,Letterkenny,#REF!,ProximitySensor,Sony Xperia XZ,None,None,loosely0grey1hum0clam0,#N/A,ry3oogsngyvwu92y
rfub9,PXK,2021-08-28 21:16,2021-10-10 00:04,Tralee,Living Room,FlameSensor,Samsung Galaxy A50,None,None,quirkily1private1pick0spade1,192.168.0.108,#REF!
5jxfv,EZY,2021-07-14 13:37,2021-10-12 05:51,Ashbourne,Garage,FlawSensor,Oppo A12s,None,None,regularly1godly1prepare1uncle1,201.215.235.109,yjw5lo35byc5hdxp
d3pam,JNU,2021-09-14 22:14,2021-10-15 02:12,Galway,#REF!,LeakSensor,Samsung Galaxy S10/e/+,None,None,dramatically0exuberant0telephone1rose0,201.215.235.109,36of96tx2knsbbsu
3k67d,PCS,2021-06-18 16:11,2021-10-04 02:42,Midleton,#REF!,PositionSensor,Honor U8860,None,None,ultimately1TRUE1cheer1plane0,188.247.201.145,c1l1nl7obwvny90q
abo3n,WZP,2021-03-06 14:48,2021-10-11 07:46,Clonmel,#REF!,MotionSensor,Oppo F17/Pro,None,None,less0craven0whine0friends1,192.168.0.108,dju81a29lo4lj14u
8cyhf,JNU,2021-04-23 05:30,2021-10-18 15:50,Midleton,Livingroom,LeakSensor,Nokia C2,None,None,definitely1ultra0tumble1rest1,201.215.235.109,9qtq727b3kcpvkb4
42huz,FVC,2021-05-28 12:21,2021-10-12 19:36,Castlebar,Backyard,PhotoelectricSensor,Oppo R11,None,None,shrilly1extra-small1invite1plastic1,201.215.235.109,ry3oogsngyvwu92y
jznlq,WZP,2021-05-27 06:32,2021-10-12 01:19,Castlebar,Diningroom,VisionAndImaging Sensor,Nokia 6,None,None,kookily0successful0introduce0monkey0,192.168.0.108,3rfv057vluihv3az
jeyqv,MHE,2021-02-01 06:35,2021-10-03 16:53,Armagh,Living Room,ParticleSensor,HTC Desire 10 Pro,None,None,joshingly0lonely1expect1sleet0,201.215.235.109,85omujsnb2bjrec9
z9h0f,QAR,2021-08-15 18:35,2021-10-01 07:41,Maynooth,Kitchen,PhotoelectricSensor,Samsung Galaxy S3,None,None,ever1five1reproduce1market0,192.168.0.108,0w61o33ulkjmm3oh
tr7sn,MCY,2021-05-22 07:12,2021-10-05 00:59,Antrim,Living Room,PhotoelectricSensor,HTC Desire 601 dual sim,None,None,unaccountably1yummy1fire0spoon1,201.215.235.109,2qk4fwug7oxoc5f6
t4rja,PKD,2021-07-12 16:51,2021-10-20 18:49,Enniskillen,Living Room,ParticleSensor,HTC Desire 628,None,None,boldly1ragged0answer0purpose0,50.109.201.254,0ucos3od59yrm896
iqklo,QAR,2021-03-07 08:36,2021-10-03 16:20,Derry,Basement,ParticleSensor,Oppo Neo 3/5,None,None,queerly1uncovered1explain1fog1,192.168.0.108,uzs09gps79d8xhj1
904iu,FRE,2021-02-28 05:46,2021-10-21 19:59,Maynooth,#REF!,PositionSensor,HTC U11+/Life,None,None,too0needy0pass1pie0,201.215.235.109,cir5k6j7cn5u7yx4
fk9np,PZA,2021-08-05 09:41,2021-10-04 21:52,Coleraine,Diningroom,ContactSensor,Sony Xperia XZ2/Compact,None,None,angrily1weak0trip1measure0,192.168.0.108,2qk4fwug7oxoc5f6
bd299,PCS,2021-02-13 08:12,2021-10-11 03:11,Drogheda,Bedroom,ProximitySensor,Samsung Galaxy A9 Pro (2016),None,None,very1glorious1trade1offer0,188.247.201.145,o4bcybyqx0s0s3s9
lpxtk,MCY,2021-01-22 21:02,2021-10-01 05:55,Portadown,Backyard,RadiationSensor,Huawei Mate 10 Lite,None,None,greedily0overjoyed0depend1story0,201.215.235.109,v3ev87nc5c1nv4jj
2ddeu,GRM,2021-04-17 00:36,2021-10-06 16:14,Cobh,GuestRoom,FlameSensor,Nokia 3.2,None,None,deceivingly1cute1expand0color1,201.215.235.109,1w4p4nvryplyreib
vyuur,PZA,2021-09-26 08:56,2021-10-15 17:36,Portlaoise,Diningroom,TemperatureSensor,Nokia 8.1,None,None,early0piquant0imagine1wood1,192.168.0.108,m5mb9ns6fby8usbq
2qchr,HKX,2021-08-07 02:27,2021-10-03 10:43,Wexford,Living Room,FlameSensor,Honor 9X Pro,None,None,quietly1obsequious1greet1yarn1,201.215.235.109,msr8qbh88eeuu69g
ttbm7,GWG,2021-01-11 18:51,2021-10-04 03:10,Kilkenny,Familyroom,ContactSensor,Honor Holly 2 Plus,None,None,arrogantly1bizarre1float0crayon0,201.215.235.109,ts9neu8jvhvlkmpx
j10db,UWS,2021-01-29 18:31,2021-10-20 07:20,Tralee,GuestRoom,MetalSensor,Huawei Mate S,None,None,gleefully1fragile1risk0ground0,192.168.0.108,9qtq727b3kcpvkb4
kbeft,GHC,2021-05-16 02:04,2021-10-11 22:41,Tullamore,Diningroom,PositionSensor,Sony Ericsson Xperia X8,None,None,jubilantly1calm0wonder0hair1,201.215.235.109,trge3fb3wlkx54fv
5twyh,WJN,2021-05-18 23:28,2021-10-15 01:15,Navan,Basement,ParticleSensor,Oppo Reno4 5G/Pro 5G,None,None,diligently1nervous1unite1stick1,192.168.0.108,ry3oogsngyvwu92y
yj8mr,HAB,2021-06-30 03:30,2021-10-08 14:19,Athlone,Diningroom,VisionAndImaging Sensor,Asus PadFone S/X,None,None,thankfully1workable1strengthen1event0,201.215.235.109,k8seh1oh00wsfmv5
74vot,XCW,2021-07-29 15:10,2021-10-21 10:20,Drogheda,Frontyard,PhotoelectricSensor,HTC Incredible S,None,None,eagerly0relieved1produce0shock0,192.168.0.108,ts9neu8jvhvlkmpx
nsxlh,PZA,2021-01-10 01:57,2021-10-08 08:13,Omagh,Frontyard,LevelSensor,Samsung Galaxy S7/Edge,None,None,offensively1able0back0name0,192.168.0.108,trge3fb3wlkx54fv
jnn17,PCS,2021-05-25 14:26,2021-10-15 17:01,Cookstown,Frontyard,ContactSensor,Huawei U8100,None,None,knowledgeably1noisy0suffer0cook1,188.247.201.145,ghm2g4zmsp6ynxx0
5nywc,WJN,2021-08-19 15:32,2021-10-03 22:47,Greystones,Diningroom,MotionSensor,Honor V40 Lite,None,None,yearly0wary1concentrate1start0,192.168.0.108,zgbifffo7bzqaiki
lkjgd,JNU,2021-02-18 01:38,2021-10-04 21:35,Sligo,GuestRoom,FlawSensor,Sony Xperia 10/10 Plus,None,None,happily0ill-informed0matter1coach0,201.215.235.109,y655amu5rcrrq49n
li09w,JNU,2021-07-18 12:33,2021-10-01 03:37,Dundalk,Livingroom,MetalSensor,Nokia 7,None,None,unimpressively0domineering1flow1cows1,201.215.235.109,zgbifffo7bzqaiki
1mx3q,LYC,2021-04-29 09:51,2021-10-18 04:03,Killarney,Bedroom,MetalSensor,OnePlus 6,None,None,likely0clammy1accept1beef0,201.215.235.109,71h2hettdsze0ap4
jbj9g,GWG,2021-09-22 19:43,2021-10-06 08:02,Dungannon,Livingroom,ProximitySensor,Honor 20 lite (China),None,None,actually0damp1sigh0dime0,201.215.235.109,milc8lbibmlyfk66
s0450,BCX,2021-09-04 19:52,2021-10-15 10:23,Kilkenny,Diningroom,MetalSensor,HTC Desire 530,None,None,silently1rich1ask1wash0,#N/A,nldvbvgmscstwzgy
r67z8,WZP,2021-06-19 07:16,2021-10-15 03:02,Waterford,Livingroom,ElectricalSensor,Oppo Reno4/Pro,None,None,knowingly1lyrical1sneeze0key1,192.168.0.108,a73nl81qp33ij1ia
ywq4w,FLF,2021-06-11 00:55,2021-10-20 02:41,Midleton,Backyard,FlawSensor,#REF!,None,None,hastily1raspy0fetch0steam0,201.215.235.109,knmf3vubnsfem4xr
bztz4,PXK,2021-01-06 06:01,2021-10-12 00:52,Swords,Backyard,FlameSensor,HTC Desire 500,None,None,dearly0intelligent0last0mass0,192.168.0.108,wwc5rq2o0ju197if
bqpoa,MCY,2021-07-12 23:24,2021-10-12 04:39,Killarney,Diningroom,PressureSensor,Samsung Galaxy Note Edge,None,None,briefly1halting0scorch1dad0,201.215.235.109,kwvtcvn07oeqno3a
8036z,PZA,2021-07-27 23:50,2021-10-05 03:58,Carrickfergus,GuestRoom,PressureSensor,Samsung Galaxy A8/Duos,None,None,crazily1boorish0murder1cent1,192.168.0.108,lx90vfp0fnnxabg4
lv6iy,PZA,2021-09-03 20:14,2021-10-13 22:02,Swords,Diningroom,MetalSensor,Huawei Mate 20,None,None,utterly0sore0rain0wine1,192.168.0.108,oaz2cdqcc6833628
ocz6t,GWG,2021-06-03 05:27,2021-10-08 20:42,Carrigaline,Frontyard,TemperatureSensor,Sony Ericsson Xperia X10,None,None,restfully0homeless0stir1wilderness0,201.215.235.109,vdd5y58n2ij4zyja
5u8jj,HAB,2021-07-07 13:09,2021-10-08 08:44,Castlebar,Frontyard,VisionAndImaging Sensor,HTC Desire 19s,None,None,virtually0small1bruise1reason0,201.215.235.109,c1l1nl7obwvny90q
n8xky,GHC,2021-04-10 18:57,2021-10-01 02:17,Omagh,Frontyard,ParticleSensor,Honor V20,None,None,upbeat0psychotic1moor1underwear1,201.215.235.109,azlm1vc3jxvdj59f
j6izx,GHC,2021-04-14 16:45,2021-10-02 09:39,Ashbourne,#REF!,VisionAndImaging Sensor,Samsung Galaxy A8 Star,None,None,softly0female1search0tax1,201.215.235.109,m5mb9ns6fby8usbq
h8rtm,HKX,2021-05-17 01:35,2021-10-18 18:16,#REF!,Garage,VisionAndImaging Sensor,HTC Desire 728 Ultra,None,None,mainly0wild1grab0discovery1,201.215.235.109,ep5y6wvuh827xfd3
p0ezr,LYC,2021-04-14 23:38,2021-10-08 02:24,Portlaoise,GuestRoom,PositionSensor,Huawei Nova 7/Pro/SE,None,None,yesterday1material1nod1lake1,201.215.235.109,yveso0u9t6nczfyz
f0961,THA,2021-08-30 17:01,2021-10-15 12:52,Limerick,#REF!,ProximitySensor,Huawei Ascend Mate 7,None,None,greatly0probable0form1bait1,192.168.0.108,2qk4fwug7oxoc5f6
oal52,ETF,2021-06-25 08:52,2021-10-09 07:20,Malahide,Familyroom,FlawSensor,Sony Xperia XZs/Premium,None,None,smoothly0aloof1cheat1watch1,201.215.235.109,uwijmm66u1c5glkj
cdgda,PXK,2021-01-17 22:14,2021-10-20 09:47,Dublin,Frontyard,VisionAndImaging Sensor,Nokia 5.1 Plus,None,None,unnecessarily1slimy1whirl1fireman1,192.168.0.108,qjfg1kokj9pqw4gm
hc73v,KTC,2021-03-12 20:25,2021-10-12 17:31,Tralee,Basement,PositionSensor,Sony Xperia 10/10 Plus,None,None,frankly0parallel1pop1selection0,201.215.235.109,77pp7adrvnrqzy59
lqlpm,XCW,2021-02-21 10:24,2021-10-11 09:30,Galway,Familyroom,RadiationSensor,OnePlus 6,None,None,soon1sudden0decorate1mountain1,192.168.0.108,n336d0kj387ysry3
t1rga,GWG,2021-06-01 07:53,2021-10-11 23:20,Castlebar,Living Room,ProximitySensor,OnePlus X,None,None,verbally0roasted0tickle0agreement0,201.215.235.109,apneovwjunmfhf6v
